year,week_num,report_week_label,county_key,county_name,fips,cumul_positive_pools,cumul_avian,cumul_veterinary,cumul_sentinel_chk,cumul_wnv_fever,cumul_wnv_neuro,pools_tested,positive_pools,infection_rate,source,source_note,cumul_positive_pools_prev
2022,29,Week29,Dallas_TX,"Dallas County, TX",48113,2,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2022,30,Week30,Dallas_TX,"Dallas County, TX",48113,2,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2022,31,Week31,Dallas_TX,"Dallas County, TX",48113,2,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2022,32,Week32,Dallas_TX,"Dallas County, TX",48113,2,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2022,33,Week33,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2022,34,Week34,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2022,35,Week35,Dallas_TX,"Dallas County, TX",48113,4,0,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2022,36,Week36,Dallas_TX,"Dallas County, TX",48113,6,0,0,0,0,0,,2,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,4
2022,37,Week37,Dallas_TX,"Dallas County, TX",48113,6,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,6
2022,38,Week38,Dallas_TX,"Dallas County, TX",48113,6,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,6
2022,52,Week52,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,6
2023,23,Week23,Dallas_TX,"Dallas County, TX",48113,2,0,0,0,0,0,,2,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,0
2023,24,Week24,Dallas_TX,"Dallas County, TX",48113,13,0,0,0,0,0,,11,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2023,25,Week25,Dallas_TX,"Dallas County, TX",48113,16,0,0,0,0,0,,3,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,13
2023,26,Week26,Dallas_TX,"Dallas County, TX",48113,34,0,0,0,0,0,,18,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,16
2023,27,Week27,Dallas_TX,"Dallas County, TX",48113,48,0,0,0,0,0,,14,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,34
2023,28,Week28,Dallas_TX,"Dallas County, TX",48113,78,1,1,0,0,0,,30,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,48
2023,29,Week29,Dallas_TX,"Dallas County, TX",48113,113,1,1,0,0,0,,35,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,78
2023,30,Week30,Dallas_TX,"Dallas County, TX",48113,138,1,2,3,0,0,,25,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,113
2023,31,Week31,Dallas_TX,"Dallas County, TX",48113,164,1,4,5,0,0,,26,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,138
2023,32,Week32,Dallas_TX,"Dallas County, TX",48113,169,2,5,7,0,0,,5,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,164
2023,33,Week33,Dallas_TX,"Dallas County, TX",48113,177,2,5,1,7,0,,8,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,169
2023,34,Week34,Dallas_TX,"Dallas County, TX",48113,183,2,6,1,8,0,,6,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,177
2023,35,Week35,Dallas_TX,"Dallas County, TX",48113,189,2,6,1,8,0,,6,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,183
2023,36,Week36,Dallas_TX,"Dallas County, TX",48113,190,2,6,1,8,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,189
2023,37,Week37,Dallas_TX,"Dallas County, TX",48113,191,3,7,1,10,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,190
2023,38,Week38,Dallas_TX,"Dallas County, TX",48113,194,3,12,1,15,0,,3,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,191
2023,39,Week39,Dallas_TX,"Dallas County, TX",48113,194,3,13,1,16,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,194
2023,40,Week40,Dallas_TX,"Dallas County, TX",48113,203,3,14,1,17,0,,9,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,194
2023,41,Week41,Dallas_TX,"Dallas County, TX",48113,204,4,14,1,18,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,203
2023,42,Week42,Dallas_TX,"Dallas County, TX",48113,210,5,14,1,19,0,,6,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,204
2023,43,Week43,Dallas_TX,"Dallas County, TX",48113,213,5,14,1,19,0,,3,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,210
2023,44,Week44,Dallas_TX,"Dallas County, TX",48113,213,6,14,1,20,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,213
2023,45,Week45,Dallas_TX,"Dallas County, TX",48113,214,6,14,1,20,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,213
2023,46,Week46,Dallas_TX,"Dallas County, TX",48113,214,6,14,1,20,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,214
2023,47,Week47,Dallas_TX,"Dallas County, TX",48113,214,6,14,1,20,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,214
2023,48,Week48,Dallas_TX,"Dallas County, TX",48113,214,6,14,1,20,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,214
2023,49,Week49,Dallas_TX,"Dallas County, TX",48113,214,6,14,1,20,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,214
2023,50,Week50,Dallas_TX,"Dallas County, TX",48113,214,6,14,1,20,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,214
2023,51,Week51,Dallas_TX,"Dallas County, TX",48113,214,6,14,1,20,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,214
2023,52,Week52,Dallas_TX,"Dallas County, TX",48113,214,6,14,1,20,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,214
2024,0,Week00,Dallas_TX,"Dallas County, TX",48113,1,9,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,0
2024,0,Week00,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,2,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,23,Week23,Dallas_TX,"Dallas County, TX",48113,7,0,0,0,0,0,,4,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2024,24,Week24,Dallas_TX,"Dallas County, TX",48113,7,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,7
2024,25,Week25,Dallas_TX,"Dallas County, TX",48113,43,0,0,0,0,0,,36,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,7
2024,26,Week26,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,43
2024,27,Week27,Dallas_TX,"Dallas County, TX",48113,2,0,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,28,Week28,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2024,29,Week29,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2024,30,Week30,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2024,32,Week32,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2024,33,Week33,Dallas_TX,"Dallas County, TX",48113,1,5,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2024,34,Week34,Dallas_TX,"Dallas County, TX",48113,1,5,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,35,Week35,Dallas_TX,"Dallas County, TX",48113,1,5,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,36,Week36,Dallas_TX,"Dallas County, TX",48113,1,5,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,37,Week37,Dallas_TX,"Dallas County, TX",48113,1,5,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,38,Week38,Dallas_TX,"Dallas County, TX",48113,1,5,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,39,Week39,Dallas_TX,"Dallas County, TX",48113,1,6,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,40,Week40,Dallas_TX,"Dallas County, TX",48113,1,6,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,41,Week41,Dallas_TX,"Dallas County, TX",48113,1,8,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,43,Week43,Dallas_TX,"Dallas County, TX",48113,1,9,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,44,Week44,Dallas_TX,"Dallas County, TX",48113,1,9,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,45,Week45,Dallas_TX,"Dallas County, TX",48113,2,13,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2024,46,Week46,Dallas_TX,"Dallas County, TX",48113,3,13,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2024,47,Week47,Dallas_TX,"Dallas County, TX",48113,5,13,0,0,0,0,,2,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2024,48,Week48,Dallas_TX,"Dallas County, TX",48113,5,16,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,5
2024,49,Week49,Dallas_TX,"Dallas County, TX",48113,5,16,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,5
2024,50,Week50,Dallas_TX,"Dallas County, TX",48113,6,19,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,5
2024,51,Week51,Dallas_TX,"Dallas County, TX",48113,6,19,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,6
2024,52,Week52,Dallas_TX,"Dallas County, TX",48113,6,19,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,6
2025,19,Week19,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,0
2025,20,Week20,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,21,Week21,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,22,Week22,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,23,Week23,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,24,Week24,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,25,Week25,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,26,Week26,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,27,Week27,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,28,Week28,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,29,Week29,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,30,Week30,Dallas_TX,"Dallas County, TX",48113,1,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,31,Week31,Dallas_TX,"Dallas County, TX",48113,2,0,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,1
2025,32,Week32,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2025,33,Week33,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2025,34,Week34,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2025,35,Week35,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2025,36,Week36,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2025,37,Week37,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2025,38,Week38,Dallas_TX,"Dallas County, TX",48113,3,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2025,39,Week39,Dallas_TX,"Dallas County, TX",48113,4,0,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,3
2025,40,Week40,Dallas_TX,"Dallas County, TX",48113,4,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,4
2025,41,Week41,Dallas_TX,"Dallas County, TX",48113,4,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,4
2025,42,Week42,Dallas_TX,"Dallas County, TX",48113,4,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,4
2025,43,Week43,Dallas_TX,"Dallas County, TX",48113,4,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,4
2025,44,Week44,Dallas_TX,"Dallas County, TX",48113,4,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,4
2025,45,Week45,Dallas_TX,"Dallas County, TX",48113,4,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,4
2025,46,Week46,Dallas_TX,"Dallas County, TX",48113,4,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,4
2025,47,Week47,Dallas_TX,"Dallas County, TX",48113,5,0,0,0,0,0,,1,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,4
2025,48,Week48,Dallas_TX,"Dallas County, TX",48113,5,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,5
2025,49,Week49,Dallas_TX,"Dallas County, TX",48113,5,0,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,5
2025,50,Week50,Dallas_TX,"Dallas County, TX",48113,2,5,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,5
2025,51,Week51,Dallas_TX,"Dallas County, TX",48113,2,5,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2025,52,Week52,Dallas_TX,"Dallas County, TX",48113,2,5,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2025,53,Week53,Dallas_TX,"Dallas County, TX",48113,2,5,0,0,0,0,,0,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,2
2026,53,Week53,Dallas_TX,"Dallas County, TX",48113,2,5,0,0,0,0,,2,,DSHS_TX_PDF,Cumulative season totals — use _diff_cumulative() for weekly counts.,0
